id,quizId,question,choiceA,choiceB,choiceC,choiceD,correct,explanation,difficulty,tags
bases-1,bases,Quels sont les quatre tournois du Grand Chelem ?,Monte-Carlo, Rome, Miami, Cincinnati,Roland-Garros, Wimbledon, US Open, Australian Open,Madrid, Shanghai, Toronto, Halle,Doha, Indian Wells, Paris Masters, Halle,B,Ce sont les quatre tournois majeurs annuels.,easy,"tennis|sport"
bases-2,bases,Sur quelle surface se joue Roland-Garros ?,Gazon,Dur (hard),Terre battue,Moquette,C,Roland-Garros se joue sur terre battue.,easy,"tennis|sport"
bases-3,bases,Quel Grand Chelem se joue sur gazon ?,Australian Open,Roland-Garros,Wimbledon,US Open,C,Wimbledon est joué sur gazon.,easy,"tennis|sport"
bases-4,bases,Dans le tennis, que signifie “love” ?,Avantage,40,0 point,Égalité (deuce),C,"Love" indique zéro point.,easy,"tennis|sport"
bases-5,bases,Ordre classique des points dans un jeu (avant l’égalité) ?,0, 1, 2, 3,0, 15, 30, 40,0, 10, 20, 30,0, 15, 30, 45,B,Le comptage standard est 0 → 15 → 30 → 40.,easy,"tennis|sport"
bases-6,bases,À “deuce” (égalité), que faut-il pour gagner le jeu ?,Le serveur gagne auto,On rejoue tout,Deux points d’affilée (avantage puis jeu),Match interrompu,C,Après deuce il faut avantage puis point suivant.,easy,"tennis|sport"
bases-7,bases,Qu’est-ce qu’un “ace” ?,Service non retourné qui fait point,Double faute,Let,Lob raté,A,Un ace est un service directement gagnant.,easy,"tennis|sport"
bases-8,bases,Que signifie “double faute” ?,Deux fautes de pied,Deux services ratés d’affilée → point perdu,Faute + let,Frapper deux fois la balle,B,Deux services manqués coûtent le point.,easy,"tennis|sport"
bases-9,bases,Objet obligatoire sur un court pour un match officiel ?,Un filet,Des gradins,Chaise pour le public,Banc chauffant,A,Le filet sépare les deux camps.,easy,"tennis|sport"
bases-10,bases,Que signifie “let” au service ?,Sort,Perte du point,Le service touche le filet mais retombe bon → on rejoue le service,Point gagné auto,C,Un let annule le service; on rejoue.,easy,"tennis|sport"
bases-11,bases,Couleur officielle des balles en match ?,Orange,Blanche,Jaune (optic yellow),Rouge,C,Les balles officielles sont jaunes.,easy,"tennis|sport"
bases-12,bases,Combien de joueurs en simple ?,1,2,3,4,B,Le simple oppose deux joueurs.,easy,"tennis|sport"
bases-13,bases,Où doit rebondir un service valable ?,N’importe où,Dans le carré de service diagonal,Dans le couloir de double,Avant la ligne de fond,B,Le service doit atterrir dans le carré diagonal.,easy,"tennis|sport"
bases-14,bases,Combien d’essais maximum au service par point ?,1,2,3,Illimité,B,Deux essais maximum au service.,easy,"tennis|sport"
bases-15,bases,Avec quoi frappe-t-on la balle en tennis ?,Bâton,Raquette de ping-pong,Raquette de tennis,Main,C,On utilise une raquette de tennis.,easy,"tennis|sport"
roland-1,roland,Sur quelle surface se joue Roland-Garros ?,Dur,Gazon,Terre battue,Moquette,C,Terre battue.,easy,"tennis|sport"
roland-2,roland,Dans quelle ville se déroule Roland-Garros ?,Londres,Melbourne,New York,Paris,D,Le tournoi a lieu à Paris.,easy,"tennis|sport"
roland-3,roland,Comment s’appelle le stade de Roland-Garros ?,Centre Court,Arthur Ashe Stadium,Rod Laver Arena,Stade Roland-Garros,D,Le site porte le nom du tournoi.,easy,"tennis|sport"
roland-4,roland,Court central de Roland-Garros ?,Suzanne-Lenglen,Philippe-Chatrier,Simonne-Mathieu,Court 1,B,Le court principal est le Philippe-Chatrier.,easy,"tennis|sport"
roland-5,roland,Trophée simple messieurs à Roland-Garros :,Coupe Davis,Coupe du Baron Godillot,Coupe des Mousquetaires,Saladier d’argent,C,Le trophée des messieurs est la Coupe des Mousquetaires.,easy,"tennis|sport"
roland-6,roland,Trophée simple dames à Roland-Garros :,Venus Rosewater Dish,Norman Brookes Challenge Cup,Coupe Suzanne-Lenglen,Billie Jean King Cup,C,Le trophée dames est la Coupe Suzanne-Lenglen.,easy,"tennis|sport"
roland-7,roland,Période habituelle du tournoi :,Janvier,Fin mai – début juin,Juillet,Octobre,B,RG se déroule fin mai-début juin.,easy,"tennis|sport"
roland-8,roland,Spécificité des jugements de lignes sur terre battue :,Système vidéo uniquement,Inspection de la marque au sol par l’arbitre,À l’oreille,Vote du public,B,Inspection de la marque au sol.,easy,"tennis|sport"
roland-9,roland,Sur terre battue, le rebond est souvent :,Plus bas et plus rapide,Plus haut et plus lent,Identique,Impossible à prévoir,B,Rebond plus haut et plus lent.,easy,"tennis|sport"
roland-10,roland,Mouvement typique des joueurs sur terre battue :,Sauter sur place,Glisser dans la frappe,Interdit de bouger,Marche uniquement,B,Les joueurs glissent pour frapper.,easy,"tennis|sport"
roland-11,roland,Quel court de RG possède un toit rétractable ?,Suzanne-Lenglen,Simonne-Mathieu,Aucun,Philippe-Chatrier,D,Le court Philippe-Chatrier a un toit.,easy,"tennis|sport"
roland-12,roland,Quel Grand Chelem impose la tenue blanche ?,Wimbledon,Roland-Garros,US Open,Australian Open,A,Wimbledon impose la tenue blanche.,easy,"tennis|sport"
roland-13,roland,En simple messieurs à RG, format des matchs :,2 sets gagnants,3 sets gagnants (best-of-5),4 sets gagnants,Un set unique,B,Les messieurs jouent en best-of-5.,easy,"tennis|sport"
roland-14,roland,La terre battue de RG est classiquement de couleur :,Bleue,Rouge/orangée,Grise,Noire,B,Terre battue rouge/orangée.,easy,"tennis|sport"
roland-15,roland,Quel court “jardin” emblématique à RG ?,Court n°18,Simonne-Mathieu (intégré aux serres/jardins),Margaret Court,Louis Armstrong,B,Court Simonne-Mathieu entouré de jardins.,easy,"tennis|sport"
avance-1,avance,Grip recommandé pour le service (polyvalent) :,Western,Semi-Western,Continental,Eastern pur,C,Le grip continental est polyvalent.,easy,"tennis|sport"
avance-2,avance,Un service “kick” produit un rebond :,Plat et bas,Haut et lifté,Tendu latéral,Amorti,B,Le kick lève la balle.,easy,"tennis|sport"
avance-3,avance,Un service “slice” est principalement :,Latéral, qui courbe et s’écarte,Totalement vertical,Un lob au service,Un amorti,A,Le slice donne un effet latéral.,easy,"tennis|sport"
avance-4,avance,“Open stance” signifie :,Pieds perpendiculaires au filet,Pieds ouverts par rapport au filet (bassin de profil),Pieds collés,Saut dos au filet,B,Position de pieds ouverte.,easy,"tennis|sport"
avance-5,avance,“Half-volley” :,Frapper avant rebond,Frapper juste après le rebond, très bas,Frapper deux fois,Frapper après deux rebonds,B,Half-volley juste après le rebond.,easy,"tennis|sport"
avance-6,avance,“Drive volley” :,Volée amortie,Volée frappée comme un coup de fond,Volée frappée sèche,Lob de défense,B,Drive volley = volée agressive.,easy,"tennis|sport"
avance-7,avance,“Inside-out forehand” :,Coup droit long de ligne,Coup droit frappé côté revers vers diagonale CD adverse,Revers croisé,Amorti croisé,B,Inside-out = frapper depuis côté revers.,easy,"tennis|sport"
avance-8,avance,Tension des cordages :,Plus la tension est haute, plus puissance,Plus la tension est haute, plus contrôle (moins puissance),Tension n’influe pas,Tension basse = moins de puissance et moins de contrôle,B,Tension haute = plus de contrôle.,easy,"tennis|sport"
avance-9,avance,Équilibre raquette “head-light” vs “head-heavy” :,Head-light = maniable ; head-heavy = puissance,L’inverse,Identiques,Sans effet,A,Head-light maniable; head-heavy puissance.,easy,"tennis|sport"
avance-10,avance,“Sweet spot” :,Zone à éviter,Zone optimale avec moins de vibrations,Point sur le manche,Zone interdite,B,Zone optimale de frappe.,easy,"tennis|sport"
avance-11,avance,“Serve + 1” (tactique) :,Le second service,Le premier coup après le service, clé de l’attaque,Un ace,Un amorti au retour,B,Serve+1 = premier coup après service.,easy,"tennis|sport"
avance-12,avance,Système “no-ad” (jeu décisif à 40-40) :,Il faut 2 points d’écart,Point suivant gagne le jeu,On rejoue le jeu,On passe direct au tie-break,B,No-ad = point décisif.,easy,"tennis|sport"
avance-13,avance,“Foot-fault” (faute de pied) :,Toucher le filet,Toucher/Franchir la ligne de fond avant l’impact du service,Rater le lancer de balle,Marcher dans le carré adverse,B,Foot-fault = dépasser la ligne.,easy,"tennis|sport"
avance-14,avance,“Moonball” :,Amorti,Balle très haute et liftée pour profondeur/tempo,Smash,Slice tendu,B,Balle haute et liftée.,easy,"tennis|sport"
avance-15,avance,“Passing shot” :,Balle d’échauffement,Coup pour dépasser un joueur monté au filet,Balle de set,Service gagnant,B,Passing shot contourne le joueur au filet.,easy,"tennis|sport"
id,question,choiceA,choiceB,choiceC,choiceD,correct,explanation,difficulty,tags
q1,"Quel joueur a remporté le plus de titres du Grand Chelem en simple messieurs ?","Roger Federer","Novak Djokovic","Rafael Nadal","Pete Sampras",B,"Novak Djokovic détient le record avec 24 titres du Grand Chelem (2024).",easy,"tennis,sport,grand-chelem"
q2,"Sur quelle surface se joue le tournoi de Roland-Garros ?",Gazon,Dur,"Terre battue",Synthétique,C,"Roland-Garros se joue sur terre battue rouge, surface lente.",easy,"tennis,roland-garros,surface"
q3,"Combien de points faut-il pour gagner un jeu au tennis (en général) ?","3 points","4 points avec 2 d'écart","5 points","6 points",B,"Il faut 4 points (15-30-40-jeu) avec au moins 2 points d'écart.",easy,"tennis,regles,score"
q4,"Quelle joueuse a remporté 23 titres du Grand Chelem en simple ?","Steffi Graf","Serena Williams","Martina Navratilova","Margaret Court",B,"Serena Williams a 23 titres, juste derrière Margaret Court (24).",easy,"tennis,sport,feminin"
q5,"Quel est le nom du tournoi de tennis sur gazon le plus prestigieux ?","US Open",Wimbledon,"Open d'Australie",Masters,B,"Wimbledon, le plus ancien tournoi du Grand Chelem, se joue sur gazon.",easy,"tennis,wimbledon,gazon"
q6,"Combien de Grand Chelem y a-t-il par an ?",2,3,4,5,C,"4 tournois : Open d'Australie, Roland-Garros, Wimbledon, US Open.",easy,"tennis,grand-chelem"
q7,"Qu'est-ce qu'un 'ace' au tennis ?","Un coup gagnant en fond de court","Un service gagnant non touché par l'adversaire","Une balle qui touche le filet","Un smash",B,"Un ace est un service que l'adversaire ne touche pas.",easy,"tennis,vocabulaire,service"
q8,"Quel Français a remporté Roland-Garros en 1983 ?","Yannick Noah","Henri Leconte","Guy Forget","Cédric Pioline",A,"Yannick Noah est le dernier Français à avoir gagné Roland-Garros (1983).",easy,"tennis,france,histoire"
q9,"Combien de sets maximum dans un match masculin de Grand Chelem ?","3 sets","4 sets","5 sets","7 sets",C,"Les matchs masculins de Grand Chelem se jouent au meilleur des 5 sets.",easy,"tennis,regles,grand-chelem"
q10,"À quel âge Rafael Nadal a-t-il remporté son premier Roland-Garros ?","17 ans","19 ans","21 ans","23 ans",B,"Nadal a gagné son premier RG en 2005 à 19 ans.",easy,"tennis,nadal,histoire"
q11,"Quel est le nom de la Coupe par équipes masculine internationale ?","Fed Cup","Davis Cup","Hopman Cup","Laver Cup",B,"La Coupe Davis est la compétition par équipes pour les hommes.",easy,"tennis,competition,equipe"
q12,"Quelle est la durée d'un changement de côté au tennis ?","60 secondes","90 secondes","120 secondes","30 secondes",B,"Les joueurs ont 90 secondes lors des changements de côté.",easy,"tennis,regles"
q13,"Quel joueur est surnommé 'Le Matador' ?","Roger Federer","Rafael Nadal","Novak Djokovic","Carlos Alcaraz",B,"Rafael Nadal est surnommé 'Le Matador' ou 'Rafa'.",easy,"tennis,surnom,nadal"
q14,"Dans quel pays se déroule l'US Open ?",Angleterre,Australie,États-Unis,France,C,"L'US Open se déroule à New York, États-Unis.",easy,"tennis,us-open,geographie"
q15,"Qu'est-ce qu'un 'break' au tennis ?","Gagner son jeu de service","Gagner le jeu de service adverse","Perdre un set","Faire une pause",B,"Un break signifie gagner le jeu de service de l'adversaire.",easy,"tennis,vocabulaire,tactique"

